latitude,longitude,depth,TVD,MD
38.83,-122.83,-78.708504,0.0,0
38.829999595608875,-122.83000657407587,-40.608504,1050.999658503598,1051
38.83000055581962,-122.8300040804441,-11.652504,1175.9990131984996,1176
38.83000311825841,-122.82999734109663,17.300448,1270.9955271309097,1271
38.83000731498599,-122.82998977605838,46.2534,1365.99061164978,1366
38.83001284568244,-122.82998139687572,68.8086,1460.9839494542796,1461
38.83001843295502,-122.82997329289003,74.901552,1534.9758090742864,1535
38.83002018866898,-122.82997102660002,103.241856,1554.973258769067,1555
38.83003106151327,-122.82995819117812,132.194808,1647.9541335616777,1648
38.83004116266573,-122.8299463715668,161.150808,1742.9377984678704,1743
38.83004244879736,-122.8299442322527,190.10376,1837.9359632663507,1838
38.83003504952585,-122.82995258000075,219.053664,1932.9271714487154,1933
38.83002306483383,-122.82996611604158,248.00052,2027.9057740089768,2028
38.83001181735427,-122.82998194700005,276.642576,2122.881010412762,2123
38.83000084923118,-122.82999880249169,305.89728,2216.8542424210314,2217
38.82999032466409,-122.8300140677997,315.65088,2312.8318261797317,2313
38.82998798132252,-122.83001876576222,363.797088,2344.826471815385,2345
38.82997912362448,-122.83004613487599,392.746992,2502.793810969854,2503
38.829975529462175,-122.83006480787189,420.175944,2597.770161793674,2598
38.829972925611294,-122.83007758565786,422.004744,2687.757833590681,2688
38.829972733023155,-122.83007807548448,450.957696,2693.7575469475146,2694
38.82996885224278,-122.83008428472071,479.608896,2788.7539988162985,2789
38.8299656740744,-122.83009086341328,508.260096,2882.7503695071696,2883
38.829964251336385,-122.83009868445879,537.517848,2976.7461926178926,2977
38.82996509470671,-122.83010053150514,566.473848,3072.7451315733674,3073
38.82996730145829,-122.83009038568423,595.115904,3167.7372188490426,3168
38.82996893170157,-122.83007138646174,624.364512,3261.713048300019,3262
38.82997243521036,-122.83004564104822,642.338568,3357.6690608854624,3358
38.82997596755144,-122.83002892064421,653.305272,3416.6382776451114,3417
38.82997839473788,-122.83001996974104,682.258224,3452.623436708167,3453
38.829984279721614,-122.8300069580841,711.211176,3547.6081863089175,3548
38.82999069842426,-122.83000777989196,713.039976,3642.6049803333235,3643
38.82999119942792,-122.83000811288602,740.167176,3648.6046060230287,3649
38.83000114394012,-122.83001286143255,769.11708,3737.5960104582027,3738
38.83001431898052,-122.8300163290027,798.066984,3832.583843850394,3833
38.83003222499251,-122.83001806599896,826.712088,3927.56222489722,3928
38.83005089974854,-122.83001690556506,855.66504,4021.5386729660395,4022
38.830063686940655,-122.8300115628917,884.313192,4116.5259493036465,4117
38.83007210282267,-122.83000758741176,913.269192,4210.51996992965,4211
38.830077027831074,-122.8300062875183,942.225192,4305.518212914897,4306
38.83008016451433,-122.83000433579471,971.178144,4400.517316700922,4401
38.83008440740483,-122.83000038738038,999.524544,4495.515038855968,4496
38.83008578614313,-122.82999675229024,1021.165344,4588.5136139237375,4589
38.83008178118693,-122.82999937244072,1028.480544,4659.5110096671315,4660
38.83007950693045,-122.83000209974468,1056.808656,4683.507725671807,4684
38.830061713561015,-122.83002367506913,1085.700648,4776.452191950445,4777
38.83002631201712,-122.83006714919655,1114.82124,4871.241724903359,4872
38.8299718097371,-122.83013154608989,1142.914656,4966.77703399847,4968
38.82989893194104,-122.83021486205838,1170.840432,5058.949490841953,5061
38.82980586909591,-122.83032364736823,1198.245,5150.566092096408,5154
38.829694159445914,-122.8304576215163,1228.091016,5240.483245130363,5246
38.829554320222165,-122.83063025079313,1255.361472,5338.400939169421,5347
38.82941111471662,-122.83080720792134,1259.7384,5427.872790554274,5440
38.829386379704815,-122.83083738546176,1282.961112,5442.229158298778,5455
38.82924808054075,-122.83100717371144,1310.582088,5518.416444007228,5535
38.829066174273706,-122.8312255650663,1337.32524,5609.041485156745,5631
38.828867783837055,-122.83145402257514,1363.437456,5696.784865150657,5725
38.82865062147563,-122.83169576762722,1386.41328,5782.445771691203,5818
38.82843845709677,-122.8319240740294,1389.97944,5857.83067525981,5901
38.82840353134661,-122.83196100006515,1415.796,5869.532831143694,5914
38.82813606671226,-122.8322395024481,1433.703,5954.231140655745,6009
38.827936093056486,-122.83244825973367,1440.83532,6012.981155269035,6076
38.82785330460012,-122.83253637924321,1465.728336,6036.381365392521,6103
38.827545590113836,-122.83286843953664,1489.783152,6118.055333993579,6199
38.827226266109015,-122.8332197538187,1513.792248,6196.969419131874,6294
38.82690656251131,-122.83357323695692,1538.368272,6275.745353973194,6389
38.826593454046225,-122.83392074315145,1562.19144,6356.370599777975,6485
38.82629451800866,-122.8342602319727,1572.359568,6434.5338710455835,6578
38.8261646006107,-122.83440992406896,1586.557152,6467.887303262945,6618
38.825981751050385,-122.83462063964373,1606.594704,6514.471315438367,6674
38.82572322053009,-122.83491705130459,1612.937592,6580.207178294443,6753
38.82564124807365,-122.83501060532984,1630.95432,6601.0157113492305,6778
38.8254077972193,-122.83527535742735,1654.762248,6660.132571074139,6849
38.82509309901986,-122.83562378944518,1678.878024,6738.236554066419,6943
38.82475423479202,-122.83597485899743,1692.66108,6817.361093935973,7039
38.82455261363724,-122.83617061147893,1702.743864,6862.581995670717,7094
38.82440550279654,-122.83630881625623,1726.122024,6895.663355730489,7134
38.82405759499801,-122.83662797177092,1749.737928,6972.361645664189,7227
38.82368980530648,-122.83695692692159,1773.073416,7049.841618205654,7322
38.82330989151469,-122.83728949383737,1796.652744,7126.399098536205,7417
38.82291314414363,-122.83763376638645,1819.265856,7203.759236721871,7514
38.82251945733416,-122.83797056284618,1842.025272,7277.95282025345,7608
38.822104529196515,-122.838318753719,1863.766656,7352.61551007724,7704
38.82169108215265,-122.83865924330546,1885.968288,7423.951290070374,7797
38.82125370497678,-122.83901105721156,1907.648712,7496.792093180561,7893
38.82080784069755,-122.83935852727467,1929.045672,7567.920916603393,7988
38.820359192975786,-122.83971736155974,1950.363384,7638.123377046619,8083
38.81991398922856,-122.84010500564115,1971.044064,7708.056159663093,8179
38.81948587417423,-122.84052063631066,1991.368128,7775.913324844132,8274
38.819072782753544,-122.84098271266191,2011.033824,7842.588818225764,8370
38.81869214872714,-122.84147938624061,2016.169704,7907.110872131419,8465
38.81859777597769,-122.84161573464172,2028.379992,7923.955784806103,8490
