latitude,longitude,depth,TVD,MD
38.798,-122.75,-78.708504,0.0,0
38.79799410448773,-122.75000293682494,-40.608504,1050.999658503598,1051
38.79799674414157,-122.75000252157596,-11.652504,1175.9990131984996,1176
38.79800386180707,-122.75000137103932,17.300448,1270.9955271309097,1271
38.79801251168616,-122.75000122299289,46.2534,1365.99061164978,1366
38.79802253361943,-122.75000182312519,68.8086,1460.9839494542796,1461
38.79803234551321,-122.75000260985233,74.901552,1534.9758090742864,1535
38.79803518603491,-122.75000299720021,103.241856,1554.973258769067,1555
38.79805173825848,-122.75000599564864,132.194808,1647.9541335616777,1648
38.79806702491838,-122.7500088336976,161.150808,1742.9377984678704,1743
38.79806952068455,-122.75000887786322,190.10376,1837.9359632663507,1838
38.79805859168692,-122.75000664378015,219.053664,1932.9271714487154,1933
38.79804087678569,-122.75000303275283,248.00052,2027.9057740089768,2028
38.798021543033705,-122.75000120762903,276.642576,2122.881010412762,2123
38.798001461688216,-122.75000013670163,305.89728,2216.8542424210314,2217
38.79798297926014,-122.74999865481315,315.65088,2312.8318261797317,2313
38.797977739034465,-122.7499989744011,363.797088,2344.826471815385,2345
38.797949607837644,-122.75000498796646,392.746992,2502.793810969854,2503
38.79793163946766,-122.75001121182855,420.175944,2597.770161793674,2598
38.79791927165497,-122.75001534572053,422.004744,2687.757833590681,2688
38.797918751158605,-122.75001542384761,450.957696,2693.7575469475146,2694
38.797911433412104,-122.75001516761134,479.608896,2788.7539988162985,2789
38.797904147013035,-122.75001570458306,508.260096,2882.7503695071696,2883
38.79789666241992,-122.75001838297855,537.517848,2976.7461926178926,2977
38.797895484516026,-122.75002003688185,566.473848,3072.7451315733674,3073
38.797905374430464,-122.75001687507434,595.115904,3167.7372188490426,3168
38.79792264336144,-122.75000878729519,624.364512,3261.713048300019,3262
38.79794669129797,-122.74999894871603,642.338568,3357.6690608854624,3358
38.79796293776314,-122.74999364761115,653.305272,3416.6382776451114,3417
38.79797190306589,-122.74999127416467,682.258224,3452.623436708167,3453
38.79798611398322,-122.74998986488161,711.211176,3547.6081863089175,3548
38.79798861162806,-122.74999583454509,713.039976,3642.6049803333235,3643
38.797988573748576,-122.74999643492403,740.167176,3648.6046060230287,3649
38.79798943364274,-122.75000742139748,769.11708,3737.5960104582027,3738
38.7979930181591,-122.75002056510225,798.066984,3832.583843850394,3833
38.798000466882215,-122.75003694066163,826.712088,3927.56222489722,3928
38.798010809225474,-122.75005253325781,855.66504,4021.5386729660395,4022
38.79802182971238,-122.75006093595435,884.313192,4116.5259493036465,4117
38.79802948052001,-122.750066236582,913.269192,4210.51996992965,4211
38.798033068764965,-122.75006985181766,942.225192,4305.518212914897,4306
38.7980363273488,-122.75007159240324,971.178144,4400.517316700922,4401
38.79804186822116,-122.75007329264704,999.524544,4495.515038855968,4496
38.79804570567072,-122.75007266912436,1021.165344,4588.5136139237375,4589
38.79804143407574,-122.7500705108058,1028.480544,4659.5110096671315,4660
38.798037935032994,-122.75006990489389,1056.808656,4683.507725671807,4684
38.79801035356921,-122.75006528304615,1085.700648,4776.452191950445,4777
38.7979550030985,-122.75005636147353,1114.82124,4871.241724903359,4872
38.797871982612946,-122.75004135956114,1142.914656,4966.77703399847,4968
38.79776338996965,-122.75001990352263,1170.840432,5058.949490841953,5061
38.7976226477052,-122.74999370138951,1198.245,5150.566092096408,5154
38.79745076786452,-122.7499639450688,1228.091016,5240.483245130363,5246
38.79723134691347,-122.74992915538701,1255.361472,5338.400939169421,5347
38.7970064947923,-122.74989361434535,1259.7384,5427.872790554274,5440
38.79696799276976,-122.74988728196698,1282.961112,5442.229158298778,5455
38.79675180225025,-122.74985240550241,1310.582088,5518.416444007228,5535
38.79647171665544,-122.74980406573148,1337.32524,5609.041485156745,5631
38.79617467143078,-122.74974648332788,1363.437456,5696.784865150657,5725
38.795856732893725,-122.74967928773219,1386.41328,5782.445771691203,5818
38.79555293156017,-122.7496097011914,1389.97944,5857.83067525981,5901
38.79550348980006,-122.7495979176224,1415.796,5869.532831143694,5914
38.79512856734423,-122.74950553764592,1433.703,5954.231140655745,6009
38.794847791403825,-122.74943673402271,1440.83532,6012.981155269035,6076
38.794730083441806,-122.74940909687112,1465.728336,6036.381365392521,6103
38.794288653548975,-122.7493086384556,1489.783152,6118.055333993579,6199
38.79382474445359,-122.74920775289641,1513.792248,6196.969419131874,6294
38.793358767277226,-122.74910762302824,1538.368272,6275.745353973194,6389
38.79290126385225,-122.74901021624059,1562.19144,6356.370599777975,6485
38.79245778988995,-122.74892107444859,1572.359568,6434.5338710455835,6578
38.79226319403287,-122.7488834087297,1586.557152,6467.887303262945,6618
38.791989284211986,-122.74883041415278,1606.594704,6514.471315438367,6674
38.791603318923556,-122.74875472598497,1612.937592,6580.207178294443,6753
38.791481312532845,-122.7487305127679,1630.95432,6601.0157113492305,6778
38.79113530506353,-122.74866071444626,1654.762248,6660.132571074139,6849
38.79067620498487,-122.74856239381994,1678.878024,6738.236554066419,6943
38.7902027377202,-122.74844446356632,1692.66108,6817.361093935973,7039
38.789932400520975,-122.7483677307651,1702.743864,6862.581995670717,7094
38.789739156252566,-122.74830943142851,1726.122024,6895.663355730489,7134
38.789288805569825,-122.74816771219416,1749.737928,6972.361645664189,7227
38.78882002720687,-122.74801367455338,1773.073416,7049.841618205654,7322
38.78834205891345,-122.74785094301635,1796.652744,7126.399098536205,7417
38.7878455364546,-122.74767948598864,1819.265856,7203.759236721871,7514
38.78735701875982,-122.74750694144038,1842.025272,7277.95282025345,7608
38.78684801254978,-122.74732169856884,1863.766656,7352.61551007724,7704
38.78634641639625,-122.74713388771896,1885.968288,7423.951290070374,7797
38.78582304802823,-122.74693101492669,1907.648712,7496.792093180561,7893
38.7852991979869,-122.74671862016578,1929.045672,7567.920916603393,7988
38.7847641145194,-122.74650949698392,1950.363384,7638.123377046619,8083
38.78420580302366,-122.74631776126967,1971.044064,7708.056159663093,8179
38.78363179877812,-122.74615481809163,1991.368128,7775.913324844132,8274
38.7830250832091,-122.74602810860286,2011.033824,7842.588818225764,8370
38.78240463425935,-122.7459468066558,2016.169704,7907.110872131419,8465
38.7822393667055,-122.7459332516579,2028.379992,7923.955784806103,8490
